"4","1684979872","Sat May 02 22:39:12 PDT 2009","NO_QUERY","freshypanda","@PROZPanda You are lucky to meet a rich panda. "
"4","1684979894","Sat May 02 22:39:12 PDT 2009","NO_QUERY","justinsamuel","Going to bed twitterland  everyone whose still up, enjoy the rest of your day. I need my r&amp;r didn't get much this weekend "
"4","1684979958","Sat May 02 22:39:13 PDT 2009","NO_QUERY","jenthefangirl","@lijeyeshaveit Sounds good!  Heh. Make Milo a HP fan?"
"4","1684980007","Sat May 02 22:39:14 PDT 2009","NO_QUERY","azandiaMJBB","@Mary_Victoria ~ nite ~ sleep well and pleasant dreams  "
"4","1692256750","Sun May 03 19:36:27 PDT 2009","NO_QUERY","giselle_jonas","@JubalFlagg http://tinyurl.com/daa7wf pleaase watch that!  "
"4","1692256825","Sun May 03 19:36:28 PDT 2009","NO_QUERY","courtney218","@stephatienza09 ohhhh. sweet. that should be fun. "
"4","1692256852","Sun May 03 19:36:28 PDT 2009","NO_QUERY","haynerfide","@augustwhisper California born, been here all my life so far.    That may all be changing soon."
"4","1692256913","Sun May 03 19:36:29 PDT 2009","NO_QUERY","KShankk","on the way homee, bamboozle was siiicckkk "
"4","1692256932","Sun May 03 19:36:29 PDT 2009","NO_QUERY","TyphoidChiclet","war driving at its best "
"4","1692256953","Sun May 03 19:36:29 PDT 2009","NO_QUERY","demarzi","@brax4444 lorenzo is still very green, given his ego though, it did him some good "
"4","1692256977","Sun May 03 19:36:29 PDT 2009","NO_QUERY","MindyNeedsHubby","@tommytrc it's not a party unless there is at least 1 Vegas girl there!  I'm bookin the tix now  recovery is going great...thank you!"
"4","1692257003","Sun May 03 19:36:29 PDT 2009","NO_QUERY","aokdesigner","@bklyncookie hang in there! It'll be worth it when you're relaxing in the plane. "
"4","1692257023","Sun May 03 19:36:30 PDT 2009","NO_QUERY","shaunau","@Jintanut they're awesome when they're warm. Spesh on a cool day, with a nice strong latte. "
"4","1692257089","Sun May 03 19:36:30 PDT 2009","NO_QUERY","Fredy_Brown","@ad_infinitum lol @ you tweeting it "
"4","1692257103","Sun May 03 19:36:30 PDT 2009","NO_QUERY","fantomaster","@desireewilliams Hard to argue with it, tho, no? "
"4","1692257124","Sun May 03 19:36:30 PDT 2009","NO_QUERY","ValBayB","Watched slumdog millionair  new fav. Movie wit my favorite song haha Mike"
"4","1692257144","Sun May 03 19:36:31 PDT 2009","NO_QUERY","Golfing_Nut","@love2golf adding users quickly isn't really spamming~abusing user is   However everyone to their own~thats what unfollow is for "
"4","1692257202","Sun May 03 19:36:31 PDT 2009","NO_QUERY","jesscahward","freedom writers was so sad but touching.  i cried in the middle. ):"
"4","1692257262","Sun May 03 19:36:32 PDT 2009","NO_QUERY","DrStrik9","140 chracters is the hardest part  "
"4","1692257280","Sun May 03 19:36:32 PDT 2009","NO_QUERY","Arnie_Bear","I made some awesome strawberry-banana smoothie today  mhhhh DELICIOUS"
"4","1692257310","Sun May 03 19:36:32 PDT 2009","NO_QUERY","tallivansunder","@TrueLemon That is good! "
"4","1692257362","Sun May 03 19:36:32 PDT 2009","NO_QUERY","MissXu","@pdenlinger wait, this IS a chinese breakfast! "
"4","1692257380","Sun May 03 19:36:32 PDT 2009","NO_QUERY","dravenreborn","@mikiMESSEDUP i'm excited too.  i think cover design goes to Mat....but you could always ask.  "
"4","1692257457","Sun May 03 19:36:33 PDT 2009","NO_QUERY","tyson_ray","@mileycyrus sounds familiar...i stayed in ALL day too... sometimes we just need a lazy day! LOL "
"4","1692257468","Sun May 03 19:36:33 PDT 2009","NO_QUERY","alltimeASIAN","@tatymonaco OMG YESS! I LOVE IT! haha  it's so good! will there be an update soon?"
"4","1692257508","Sun May 03 19:36:33 PDT 2009","NO_QUERY","sami_stardust","@scotsmanstuart well....you should be home now!  woot!! i'm still sick...can't seem to shake it, but hanging in here!! "
"4","1692257543","Sun May 03 19:36:34 PDT 2009","NO_QUERY","kojoteblau","Yes, I am now following @whitehouse. We'll see how it goes "
"4","1692257572","Sun May 03 19:36:34 PDT 2009","NO_QUERY","jordynjitters","Peach and mango tea "
"4","1692257613","Sun May 03 19:36:34 PDT 2009","NO_QUERY","GuitarKat","@matthewcarriere Cool. Yeah, when it came out I was like hmmm.... then I couldn't afford it and now I can.  Thanks!"
"4","1692257696","Sun May 03 19:36:35 PDT 2009","NO_QUERY","Jennifruit","I'm overwhelmed by all I need to do in preparation for the move! My goal is to spend 1 hr/day going thru things! Completed that hr today! "
"4","1692257710","Sun May 03 19:36:35 PDT 2009","NO_QUERY","PoeticJustice88","had a great day. "
"4","1692257712","Sun May 03 19:36:35 PDT 2009","NO_QUERY","juanoos","The two boys excited to see their new baby brother   http://twitpic.com/4ivw2"
"4","1692257741","Sun May 03 19:36:35 PDT 2009","NO_QUERY","letmegrowstudio","@mileycyrus that's what I did "
"4","1692257869","Sun May 03 19:36:36 PDT 2009","NO_QUERY","mahJones","@JustinMGaston justin, do you know what is corinthians? WOW that's coool "
"4","1692258000","Sun May 03 19:36:37 PDT 2009","NO_QUERY","DuoTangProd","Snaps; a group of girls recognized me n my bro as we were ordering food in a resto  (Yes its Duo-Tang)"
"4","1692258013","Sun May 03 19:36:37 PDT 2009","NO_QUERY","jennet","Watching Con Air with the boys! "
"4","1692258053","Sun May 03 19:36:38 PDT 2009","NO_QUERY","Dewayne1A","i had mentioned the google results for my name and i gotten some fans but not my fans. "
"4","1692258064","Sun May 03 19:36:38 PDT 2009","NO_QUERY","brookester97","i got silver in my dance competition  "
"4","1692258134","Sun May 03 19:36:38 PDT 2009","NO_QUERY","rpgblog2","@rpgaming I know--a total bummer.  My hope is that they just started another campaign. "
"4","1692258162","Sun May 03 19:36:38 PDT 2009","NO_QUERY","Traacyy","We're gonna kidnap the jonas brothers! "
"4","1692258241","Sun May 03 19:36:39 PDT 2009","NO_QUERY","danman4925","Don't forget about Daniel! Just ate a whole pizza. Mmmm good. "
"4","1692258254","Sun May 03 19:36:39 PDT 2009","NO_QUERY","Yogos420","@btx91 i know! only cos i was sending you telepathic messages to "
"4","1692258464","Sun May 03 19:36:41 PDT 2009","NO_QUERY","AngInFL","Okay so does anyone else besides me wonder who Joe considers his numer 1 supporter? "
"4","1692258473","Sun May 03 19:36:41 PDT 2009","NO_QUERY","misssarruh","@al3xandruh i like your picture.  and i still need to send you other pictures, sorrry!!!!!"
"4","1692258495","Sun May 03 19:36:41 PDT 2009","NO_QUERY","OneOfTheBoys","@wakingdream84 LOVED going to read it.  "
"4","1692258530","Sun May 03 19:36:41 PDT 2009","NO_QUERY","verbalvicodin","on my blackberry shit again. "
"4","1692258531","Sun May 03 19:36:41 PDT 2009","NO_QUERY","audrey_ann","It does! "
"4","1692258535","Sun May 03 19:36:41 PDT 2009","NO_QUERY","Ginaatl","@twitseeker  Thank you so very much! Have a great evening and its nice to meet you! "
"4","1692258593","Sun May 03 19:36:42 PDT 2009","NO_QUERY","joeyfrsh2dth","@TonyLovato hey dude u should come to Cleveland the 15th and watch my band @ the Agora with &quot;Mae&quot;  cuz u love your fans that much lol"
"4","1692258605","Sun May 03 19:36:42 PDT 2009","NO_QUERY","munyeesee","@carmenlhy i want alsoooooooo "
"4","1692294845","Sun May 03 19:41:17 PDT 2009","NO_QUERY","MWMcGuirk","@itsmechickie It's about time, Mom. Your last update spoke of snow. "
"4","1692294851","Sun May 03 19:41:17 PDT 2009","NO_QUERY","rebmasmith","thinks its sweet tht the white house is now tweeting!! haha  Had an awesome day with the fam and the bf!!! Studying for exam #1 then bed!!"
"4","1692294935","Sun May 03 19:41:18 PDT 2009","NO_QUERY","klagamba4","Amazing weekend in MTL... thanks hunny "
"4","1692294946","Sun May 03 19:41:18 PDT 2009","NO_QUERY","Vanessa926","@JoseOmar i'm not from there but i will definitely go to see you guys on tuesday "
"4","1692294948","Sun May 03 19:41:18 PDT 2009","NO_QUERY","kenis1993","@BryanLawyer awesome thanks  me and my dad are doing it lol"
"4","1692294960","Sun May 03 19:41:18 PDT 2009","NO_QUERY","Karpenko25","@kimmiemeissner Whatever you choose I'm sure it'll be great.   Just promise no Malaguena, Carmen, or Swan Lake!  haha im sick of those"
"4","1692294975","Sun May 03 19:41:18 PDT 2009","NO_QUERY","alltimeASIAN","@tatymonaco i loved ch. 4  well i have to go to bed! school 2moro :/ i'll talk to you later! FOLLOW @altpressLA! haha "
"4","1692295074","Sun May 03 19:41:19 PDT 2009","NO_QUERY","adrianavgr","positive, happy, and thankfull.... "
"4","1692295083","Sun May 03 19:41:19 PDT 2009","NO_QUERY","kmilin","hello rain "
"4","1692295113","Sun May 03 19:41:19 PDT 2009","NO_QUERY","AshyJonas","@mileycyrus Do you love your New Zealand fans, too, Miley?! "
"4","1692295119","Sun May 03 19:41:19 PDT 2009","NO_QUERY","missmonstermel","hmmm Temptation shirt needs some love. Sling this link around if you like it !  http://www.designbyhumans.com/vote/detail/52300"
"4","1692295163","Sun May 03 19:41:19 PDT 2009","NO_QUERY","blacboy","@balanair Thanks a million. Shocked at the speed of the response. I will try it out. "
"4","1692295173","Sun May 03 19:41:19 PDT 2009","NO_QUERY","crmsh","Strawberry banana and vanilla wafer yogurt land. I'm quite happy right now "
"4","1692295209","Sun May 03 19:41:20 PDT 2009","NO_QUERY","mnwaddell","@mattymoshh because i alllways win  see! told you."
"4","1692295224","Sun May 03 19:41:20 PDT 2009","NO_QUERY","TheGreenApt","Enjoyed a *Biodiesel* Duck Tour with mom on Saturday. Gotta love excuses to be touristy!      #Boston #Green"
"4","1692295266","Sun May 03 19:41:20 PDT 2009","NO_QUERY","KarissaFoley","check out the comment  http://i42.tinypic.com/f4mm2u.jpg"
"4","1692295268","Sun May 03 19:41:20 PDT 2009","NO_QUERY","Felitherandom","@mightyvanessa same here..there are many singers/bands which r my fav.But David is deff 1 of them.  and oh! i love indie too! u?"
"4","1692295288","Sun May 03 19:41:20 PDT 2009","NO_QUERY","Mary11241990","@davidleibrandt long naps help trust me.... idk how i did it but i took a 5 hour nap and was like wth cause people usually wake me up "
"4","1692295300","Sun May 03 19:41:21 PDT 2009","NO_QUERY","Tam_B","Im watching Notorious  SHOUTS OUT TO B.I.G."
"4","1692295375","Sun May 03 19:41:21 PDT 2009","NO_QUERY","MMAlover","Watching Tough Love finale! Steve is hott "
"4","1692295393","Sun May 03 19:41:21 PDT 2009","NO_QUERY","missfollowill_x","watching brothers and sisters. @johncmayer I love you "
"4","1692295414","Sun May 03 19:41:21 PDT 2009","NO_QUERY","magicmattyo","Great performance by @ladygaga tonight at Six Flags New England! "
"4","1692295474","Sun May 03 19:41:22 PDT 2009","NO_QUERY","lindsa","@SammyClaire No worries. Hope it's helped "
"4","1692295484","Sun May 03 19:41:22 PDT 2009","NO_QUERY","than","Finishing my 4th load of laundry. "
"4","1692295515","Sun May 03 19:41:22 PDT 2009","NO_QUERY","jennxisxrad","@jadecoffman Wtg! "
"4","1692295586","Sun May 03 19:41:23 PDT 2009","NO_QUERY","hollywood5280","@8ightThaSk8  Drunk talk huh?! Celebrating the Nuggets ...OH BOI !  LOL ... yep, thats me !  "
"4","1692295597","Sun May 03 19:41:23 PDT 2009","NO_QUERY","SpenserSm1th","is playing mafia and having a cocktail! "
"4","1692295619","Sun May 03 19:41:23 PDT 2009","NO_QUERY","soolah","Getting excited for the AP tour on May 5th  3OH!3, The Maine, Family Force 5, rocket to the moon, Hit the lights...  I love life &lt;3"
"4","1692295636","Sun May 03 19:41:23 PDT 2009","NO_QUERY","hellokimmy","@nadia_AM will defo look out for it "
"4","1692295677","Sun May 03 19:41:23 PDT 2009","NO_QUERY","mean_b","@mileycyrus what about Mexican fans? "
"4","1692295708","Sun May 03 19:41:24 PDT 2009","NO_QUERY","ohshitshellbee","@jeffreecuntstar omgg same hereee he's a sexy mother fuckerrrr!!  you have good taste."
